,gu,name,address,brand,gasoline,diesel,self,carwash,charging station,maintenance,shop,open_24,lat,lng
141,도봉구,영신주유소,서울 도봉구 방학로 151,HD현대오일뱅크,1777,1647,N,Y,N,N,N,N,37.6623796,127.0354481
142,동대문구,배봉로지점,서울 동대문구 서울시립대로 108,HD현대오일뱅크,1599,1465,Y,Y,N,N,N,N,37.5800151,127.0510496
143,동대문구,재정주유소,서울 동대문구 전농로 121,HD현대오일뱅크,1599,1465,Y,Y,N,N,N,N,37.5757038,127.0574394
144,동대문구,재정제2주유소,서울 동대문구 사가정로 90,HD현대오일뱅크,1599,1465,Y,Y,N,N,N,N,37.5758698,127.0556493
145,동대문구,풍한주유소,서울 동대문구 안암로 168,SK에너지,1605,1475,N,Y,N,N,N,Y,37.5892531,127.0360122
146,동대문구,대성산업(주)동마장주유소,서울 동대문구 고산자로 405,GS칼텍스,1645,1495,Y,Y,N,Y,N,Y,37.5756916,127.0377503
147,동대문구,삼미상사(주)장안킹셀프주유소,서울 동대문구  한천로 100,SK에너지,1675,1555,Y,Y,N,N,N,N,37.5700455,127.064905
148,동대문구,스피드주유소,서울 동대문구 천호대로 453,HD현대오일뱅크,1689,1569,N,Y,N,N,N,Y,37.5611749,127.0694183
149,동대문구,홍능주유소,서울 동대문구 홍릉로 87,S-OIL,1695,1575,N,Y,N,N,N,N,37.587938,127.0426612
150,동대문구,삼영주유소,서울 동대문구 답십리로 258,SK에너지,1695,1575,N,Y,N,N,N,N,37.5723064,127.0688224
151,동대문구,삼원셀프주유소,서울 동대문구 망우로 90,SK에너지,1698,1588,Y,Y,N,N,N,N,37.5901827,127.0632663
152,동작구,새서울글로벌,서울 동작구 시흥대로 616,HD현대오일뱅크,1599,1488,Y,Y,N,N,N,Y,37.48712039999999,126.9056444
153,동작구,창원이엔지주유소,서울 동작구 사당로 59,HD현대오일뱅크,1649,1539,Y,Y,N,N,N,N,37.4948674,126.9613387
154,동작구,사당셀프주유소,서울 동작구 동작대로 73,HD현대오일뱅크,1669,1569,Y,Y,N,N,N,Y,37.4831082,126.9815397
155,동작구,남성주유소,서울 동작구 동작대로 135,GS칼텍스,1685,1579,Y,N,N,N,N,Y,37.4886815,126.9819661
156,동작구,흑석동셀프주유소,서울 동작구 현충로 101,HD현대오일뱅크,1699,1609,Y,Y,N,N,N,Y,37.5080132,126.9652693
157,동작구,매일주유소,서울 동작구 상도로 139,S-OIL,1699,1629,Y,Y,N,N,N,N,37.5027348,126.9350838
158,동작구,동작주유소,서울 동작구 상도로 403,HD현대오일뱅크,1709,1599,N,Y,N,N,N,N,37.4934739,126.9565221
159,마포구,성산대교셀프주유소,서울 마포구 성산로 144,HD현대오일뱅크,1629,1549,Y,Y,N,Y,N,N,37.5642985,126.9093474
160,마포구,청원주유소,서울 마포구 월드컵북로 113,HD현대오일뱅크,1629,1549,Y,Y,N,N,N,N,37.5632236,126.9132508
161,마포구,망원동주유소,서울 마포구 월드컵로 119,SK에너지,1738,1628,N,Y,N,N,N,N,37.558782,126.9072526
162,마포구,마포주유소,서울 마포구 마포대로 186,S-OIL,1759,1639,Y,Y,N,N,N,N,37.5506305,126.9556511
163,마포구,염리동주유소,서울 마포구 백범로 126,S-OIL,1759,1639,Y,Y,N,N,N,N,37.5462863,126.9448137
164,마포구,에스에스오토셀프,서울 마포구 서강로 76,HD현대오일뱅크,1769,1659,Y,Y,N,N,N,Y,37.5498337,126.9325724
165,마포구,대흥주유소,서울 마포구 대흥로 61,SK에너지,1769,1659,N,Y,N,N,N,Y,37.5459548,126.9398991
166,마포구,양지주유소,서울 마포구 마포대로 69,SK에너지,1825,1725,N,N,N,N,Y,Y,37.5420713,126.9486522
167,마포구,안국주유소,서울 마포구 양화로 33,SK에너지,1829,1729,N,N,N,N,N,Y,37.5493064,126.9126217
168,서대문구,(주)가재울뉴타운주유소,서울 서대문구 모래내로 205,HD현대오일뱅크,1619,1519,Y,N,N,N,Y,N,37.5732673,126.9224318
169,서대문구,연세주유소,서울 서대문구 연희로 184,HD현대오일뱅크,1624,1569,Y,Y,N,N,N,N,37.5734611,126.935919
170,서대문구,지에스칼텍스(주)홍제동주유소,서울 서대문구 통일로 372,GS칼텍스,1624,1519,Y,Y,N,N,N,N,37.5835495,126.9501318
171,서대문구,두꺼비,서울 서대문구 성산로 312,S-OIL,1629,1539,Y,Y,N,Y,N,N,37.5660451,126.9249055
172,서대문구,신우주유소,서울 서대문구 가좌로 106(홍은동),S-OIL,1629,1519,Y,Y,N,Y,N,N,37.5822656,126.9266001
173,서대문구,동교지점,서울 서대문구 연희로 12,SK에너지,1678,1578,Y,N,N,N,Y,N,37.5598219,126.9268491
174,서대문구,삼보셀프주유소,서울 서대문구 연희로 78,SK에너지,1678,1569,Y,Y,N,Y,N,N,37.5650007,126.9299305
175,서대문구,행촌제2주유소,서울 서대문구 성산로 490,SK에너지,1678,1569,Y,Y,N,N,Y,Y,37.5610129,126.9415334
176,서대문구,문화사랑주유소,서울 서대문구 세검정로 87,S-OIL,1689,1599,Y,Y,N,N,N,N,37.595515,126.9485511
177,서대문구,연희주유소,서울 서대문구 연희로 129,SK에너지,1695,1595,N,Y,N,N,Y,N,37.569286,126.9325313
178,서대문구,광호주유소,서울 서대문구 연희로 266,SK에너지,1695,1595,N,Y,N,N,N,N,37.5806854,126.9364634
179,서초구,만남의광장주유소,서울 서초구 양재대로12길 73-71,알뜰(ex),1624,1474,Y,N,Y,N,Y,Y,37.4600837,127.0421686
180,서초구,남태령주유소,서울 서초구 과천대로 838,SK에너지,1655,1535,Y,Y,N,N,N,N,37.4668958,126.9878319
181,서초구,내곡드림주유소,서울 서초구 헌릉로 177,S-OIL,1655,1525,Y,Y,N,N,N,N,37.4573705,127.0602632
182,서초구,전당앞주유소,서울 서초구 남부순환로 2391,S-OIL,1655,1525,Y,Y,Y,Y,N,N,37.4805543,127.0118209
183,서초구,내곡,서울 서초구 헌릉로 210,GS칼텍스,1669,1539,Y,Y,Y,N,N,Y,37.4553101,127.0629277
184,서초구,양재최고주유소,서울 서초구 매헌로 72,S-OIL,1674,1554,N,Y,N,N,N,N,37.4671577,127.034715
185,서초구,사평로주유소,서울 서초구 사평대로 350,HD현대오일뱅크,1679,1625,N,Y,N,N,N,N,37.5033026,127.0215211
186,서초구,지에스칼텍스(주)선천주유소,서울 서초구 동작대로 206,GS칼텍스,1685,1579,N,Y,N,N,N,N,37.4949425,126.9832056
187,서초구,반포그린주유소,서울 서초구 서초중앙로 239,GS칼텍스,1689,1645,Y,Y,N,N,N,N,37.5032325,127.0108559
188,서초구,삼방주유소,서울 서초구 사평대로 364,GS칼텍스,1689,1645,Y,Y,N,N,N,Y,37.5037123,127.0230958
189,서초구,신반포주유소,서울 서초구 사평대로 94,SK에너지,1690,1565,Y,Y,N,N,N,Y,37.498395,126.9948073
190,서초구,오토테크주유소,서울특별시 서초구  효령로 356,S-OIL,1694,1558,Y,Y,N,Y,N,N,37.4864808,127.0228591
191,서초구,태봉셀프주유소,서울 서초구 태봉로 117,SK에너지,1699,1589,Y,Y,N,Y,N,N,37.4682757,127.028177
192,서초구,대성석유(주)연일주유소,서울 서초구 남부순환로 2451,GS칼텍스,1699,1575,N,Y,N,N,Y,N,37.4825868,127.0185128
193,서초구,팔레스주유소,서울 서초구 사평대로 136,HD현대오일뱅크,1710,1614,N,N,N,N,N,Y,37.50013939999999,126.9991833
194,서초구,방배현대주유소,서울 서초구 동작대로 182,HD현대오일뱅크,1714,1608,N,Y,N,Y,N,N,37.4928547,126.9831829
195,서초구,서초제일주유소,서울 서초구 사임당로 116,HD현대오일뱅크,1720,1653,N,Y,N,N,N,N,37.4905573,127.0226052
196,서초구,터미널(고속)주유소,서울 서초구 신반포로 222,GS칼텍스,1725,1625,N,Y,N,N,N,Y,37.5067688,127.0088214
197,서초구,양재주유소,서울 서초구 바우뫼로 178,SK에너지,1726,1614,N,Y,N,N,N,Y,37.47808850000001,127.0395922
198,서초구,서초우면산주유소,서울 서초구 양재대로2길 100-30,S-OIL,1728,1598,Y,Y,N,N,N,N,37.4572952,127.0162141
199,서초구,대신석유(주)대우주유소,서울 서초구 양재대로 173,SK에너지,1737,1617,Y,Y,N,N,Y,N,37.4628309,127.0375576
200,서초구,양재현대주유소,서울 서초구 마방로 6,HD현대오일뱅크,1756,1654,N,Y,N,N,N,N,37.4735721,127.0397039
201,서초구,지에스칼텍스(주)남서울주유소,서울 서초구 나루터로 83,GS칼텍스,1800,1769,Y,Y,N,N,Y,Y,37.5161567,127.0189145
202,서초구,대신석유㈜서원주유소,서울 서초구 반포대로 142,SK에너지,1998,1898,N,Y,N,N,N,N,37.4928016,127.0075873
203,서초구,중앙주유소,서울특별시 서초구  바우뫼로 219,HD현대오일뱅크,2258,1998,N,Y,N,N,N,N,37.4815514,127.0422343
204,성동구,㈜성동에너지,서울 성동구 천호대로 392,HD현대오일뱅크,1545,1429,Y,Y,N,N,N,N,37.5614303,127.0623272
205,성동구,직영,서울 성동구 천호대로 324,S-OIL,1625,1489,Y,Y,N,N,N,Y,37.56426070000001,127.055685
206,성동구,아이콘주유소,서울 성동구 고산자로 273,S-OIL,1638,1488,Y,Y,N,N,N,Y,37.5642138,127.0359218
207,성동구,동일주유소,서울 성동구 광나루로 254,GS칼텍스,1654,1538,N,Y,N,Y,N,N,37.548454,127.0578468
208,성동구,효진주유소,서울 성동구 동일로 129,HD현대오일뱅크,1655,1538,N,Y,N,N,N,Y,37.54407130000001,127.0647101
209,성동구,도루코주유소,서울 성동구 아차산로 180,GS칼텍스,1655,1538,Y,Y,N,Y,N,Y,37.5420525,127.0634301
210,성동구,성수만세주유소,서울 성동구 왕십리로 109,SK에너지,1655,1538,Y,Y,N,N,N,N,37.5475346,127.0442557
211,성동구,군자동주유소,서울특별시 성동구  천호대로 446,SK에너지,1669,1549,N,Y,N,N,N,Y,37.56055500000001,127.0683433
212,성동구,성동셀프주유소,서울 성동구 마장로 311,HD현대오일뱅크,1707,1547,Y,Y,N,N,N,N,37.5670144,127.0437272
213,성동구,성수주유소,서울 성동구 뚝섬로 352,SK에너지,1759,1649,N,Y,N,N,N,N,37.5399634,127.049938
214,성동구,SK세원2주유소,서울 성동구 광나루로 184,SK에너지,1780,1655,N,Y,N,Y,N,N,37.5509095,127.0505002
215,성동구,금호주유소,서울 성동구 금호로 39,GS칼텍스,1965,1824,N,Y,N,N,N,N,37.5470866,127.0250571
216,성동구,청계로주유소,서울 성동구 청계천로 454,SK에너지,2195,2095,N,Y,N,N,N,N,37.5700973,127.0274044
217,성북구,강산제2주유소,서울 성북구 보국문로 52,HD현대오일뱅크,1589,1459,Y,Y,N,N,N,N,37.609185,127.0100314
218,성북구,강산주유소,서울 성북구 보문로 27,GS칼텍스,1589,1459,Y,Y,N,N,N,Y,37.5779496,127.0228716
219,성북구,정릉주유소,서울 성북구 보국문로 35,GS칼텍스,1589,1459,Y,Y,N,Y,N,N,37.6076426,127.0099487
220,성북구,(주)성북주유소,서울 성북구 보문로 142,HD현대오일뱅크,1595,1475,Y,Y,N,N,N,N,37.58757749999999,127.018447
221,성북구,장위주유소,서울 성북구 화랑로 110,S-OIL,1614,1474,Y,Y,N,N,N,Y,37.603605,127.0437765
222,성북구,주유소,서울 성북구 한천로 612,HD현대오일뱅크,1615,1485,Y,Y,N,N,N,N,37.6136043,127.0602993
223,성북구,효성주유소,서울 성북구 화랑로 27,GS칼텍스,1615,1495,Y,Y,N,N,N,Y,37.6031281,127.0351726
224,성북구,종암지점,서울 성북구 종암로 58,SK에너지,1615,1475,Y,Y,N,N,N,Y,37.5956086,127.0360473
225,성북구,북악셀프주유소,서울 성북구 정릉로 218,HD현대오일뱅크,1619,1495,Y,Y,N,N,N,N,37.6055001,127.0085818
226,성북구,고대셀프주유소,서울 성북구 종암로 12,HD현대오일뱅크,1619,1495,Y,Y,N,N,N,N,37.5916521,127.0366717
227,성북구,종암주유소,서울 성북구 종암로 145,GS칼텍스,1635,1505,Y,Y,N,N,N,Y,37.6027636,127.0320634
228,성북구,우리주유소,서울 성북구 화랑로 292,SK에너지,1644,1495,Y,Y,N,Y,N,Y,37.6126118,127.0614248
229,성북구,동일주유소,서울특별시 성북구  보문로 85,S-OIL,1655,1575,Y,Y,N,N,N,N,37.5829768,127.0203814
230,성북구,구도일주유소화랑로,서울 성북구 화랑로 174,S-OIL,1673,1543,Y,Y,N,Y,N,N,37.6068678,127.0500641
231,성북구,삼선주유소,서울 성북구 창경궁로 324,S-OIL,1762,1628,Y,Y,N,N,N,N,37.5879888,127.005574
232,성북구,아리랑주유소,서울 성북구 아리랑로 96,HD현대오일뱅크,1785,1655,N,Y,N,N,N,N,37.600488,127.0142664
233,송파구,대성주유소,서울 송파구 마천로 230,SK에너지,1638,1538,N,Y,N,N,N,N,37.500054,127.1431473
234,송파구,(주)유진주유소,서울 송파구 동남로 325,SK에너지,1645,1543,N,Y,N,N,N,N,37.5045778,127.1384385
235,송파구,위례드림주유소,서울시 송파구  위례중앙로 10,S-OIL,1645,1538,Y,Y,N,N,N,Y,37.4754274,127.1284707
236,송파구,상아주유소,서울 송파구 거마로 82,S-OIL,1645,1538,Y,Y,N,N,N,N,37.500202,127.1478703
237,송파구,남성대주유소,서울 송파구 송파대로 52,SK에너지,1645,1538,Y,Y,N,Y,N,Y,37.4753841,127.1275855
238,송파구,송파스마일주유소,서울 송파구 송이로 28,GS칼텍스,1653,1533,Y,N,N,Y,N,N,37.5026163,127.1164968
239,송파구,한강에너지(주)퍼스트주유소,서울 송파구 삼학사로 22,SK에너지,1653,1533,Y,Y,N,Y,N,Y,37.4993144,127.0970662
240,송파구,잠실셀프주유소,서울 송파구 송파대로 397,HD현대오일뱅크,1653,1533,Y,N,N,N,N,Y,37.5027277,127.108967
241,송파구,송파제일주유소,서울 송파구 삼학사로 50,HD현대오일뱅크,1653,1533,Y,Y,N,Y,N,Y,37.5016713,127.0973336
242,송파구,아시아주유소,서울 송파구 도곡로 438,GS칼텍스,1663,1543,Y,Y,N,N,N,N,37.5045958,127.0773693
243,송파구,삼화주유소,서울 송파구 백제고분로 125,GS칼텍스,1663,1543,Y,N,N,N,N,Y,37.5065882,127.0810065
244,송파구,서울지점,서울 송파구 가락로 47,SK에너지,1669,1533,Y,Y,N,Y,N,Y,37.4994902,127.1017419
245,송파구,(주)잠실에너지,서울 송파구 송파대로 442,S-OIL,1673,1563,Y,Y,N,Y,N,Y,37.5063192,127.1066465
246,송파구,훼미리주유소,서울 송파구 중대로 58,GS칼텍스,1673,1563,Y,Y,N,N,N,N,37.4912353,127.1153533
247,송파구,(주)버드에너지,서울 송파구 위례서로 260,S-OIL,1673,1563,Y,Y,N,N,N,N,37.4878153,127.1426953
248,송파구,지에스칼텍스(주)스마트위례주유소,서울 송파구 위례중앙로 43,GS칼텍스,1683,1573,Y,Y,N,N,N,N,37.4754161,127.1321545
249,송파구,지에스칼텍스(주)가든파이브주유소,서울 송파구 탄천동로 740,GS칼텍스,1683,1573,Y,Y,N,N,N,Y,37.4972962,127.0892473
250,송파구,제트라인DM주유소,서울 송파구 중대로 183,HD현대오일뱅크,1685,1578,N,N,N,Y,N,N,37.4985047,127.125431
251,송파구,(주)정직한주유소,서울 송파구 오금로 455,HD현대오일뱅크,1685,1585,Y,Y,N,N,N,N,37.49553,127.1402812
252,송파구,우리주유소,서울 송파구 동남로 153,GS칼텍스,1692,1578,Y,Y,N,N,N,N,37.49238570000001,127.1273583
253,송파구,대성석유(주)석촌주유소,서울 송파구 백제고분로 289,GS칼텍스,1697,1597,N,N,N,Y,N,N,37.5028242,127.0985725
254,송파구,완불주유소,서울 송파구 송파대로 3,SK에너지,1785,1598,Y,Y,N,N,N,Y,37.4711097,127.1261708
255,송파구,백제고분로주유소,서울 송파구 오금로 143,SK에너지,1787,1674,Y,Y,N,Y,Y,Y,37.5111169,127.11112
256,송파구,방이주유소,서울 송파구 위례성대로12길 38,SK에너지,1787,1674,N,Y,N,Y,N,N,37.5106744,127.1208223
257,송파구,올림픽셀프주유소,서울 송파구 위례성대로 188,HD현대오일뱅크,1789,1679,Y,Y,N,Y,N,Y,37.509825,127.131607
258,송파구,남성주유소,서울 송파구 백제고분로 474,HD현대오일뱅크,1793,1599,Y,Y,N,N,N,N,37.5125917,127.1139709
259,송파구,대신석유(주)진양주유소,서울 송파구 올림픽로 499,SK에너지,1898,1798,N,Y,N,N,N,N,37.52700170000001,127.1180922
260,양천구,남부주유소,서울 양천구 남부순환로 553,HD현대오일뱅크,1556,1445,Y,Y,N,N,N,N,37.5194921,126.8388027
261,양천구,현대주유소,서울 양천구 남부순환로 372,S-OIL,1556,1445,Y,Y,N,N,N,N,37.5338727,126.8292625
262,양천구,플라트(주)서호주유소,서울 양천구 남부순환로 317,GS칼텍스,1556,1445,Y,Y,N,Y,N,N,37.5386609,126.8268367
263,양천구,삼미상사(주)신월IC셀프주유소,서울 양천구 중앙로 331,SK에너지,1594,1499,Y,N,N,Y,N,N,37.5255016,126.8497956
264,양천구,양천구주유소,서울 양천구 국회대로 275,HD현대오일뱅크,1598,1498,Y,Y,N,Y,N,Y,37.5303149,126.8655168
265,양천구,가로공원주유소,서울 양천구 가로공원로 165,SK에너지,1608,1493,N,Y,N,N,N,Y,37.5370157,126.8342852
266,양천구,개나리Self주유소,서울 양천구 남부순환로 442,SK에너지,1616,1475,Y,Y,N,Y,N,N,37.5282825,126.8329476
267,양천구,신정동주유소,서울 양천구 안양천로 663,HD현대오일뱅크,1647,1527,Y,Y,N,N,Y,N,37.5065537,126.8711542
268,양천구,서울주유소,서울 양천구 신정로 236,GS칼텍스,1649,1475,Y,Y,N,N,N,N,37.510561,126.8476971
269,양천구,양천셀프주유소,서울 양천구 목동로 17,HD현대오일뱅크,1655,1549,Y,Y,N,N,N,N,37.5106675,126.8710352
270,양천구,형산석유(주)원주유소,서울 양천구 남부순환로 408,HD현대오일뱅크,1659,1529,N,Y,N,Y,N,N,37.53113889999999,126.8309818
271,양천구,건지주유소,서울 양천구 안양천로 1171,GS칼텍스,1664,1564,Y,Y,Y,N,N,N,37.5453243,126.8821112
272,양천구,목동주유소,서울 양천구 목동서로 129,GS칼텍스,1664,1564,Y,Y,N,N,N,N,37.5321651,126.8755188
273,양천구,신평,서울 양천구 목동남로 62,SK에너지,1665,1583,N,Y,N,Y,N,N,37.5093842,126.866217
274,양천구,목동주유소,서울 양천구 목동중앙로 125,SK에너지,1679,1563,Y,Y,N,N,N,N,37.5396159,126.8745755
275,양천구,경인주유소,서울 양천구 국회대로 170,SK에너지,1692,1530,Y,Y,N,N,N,N,37.5281554,126.8538235
276,양천구,양천현대셀프주유소,서울 양천구 안양천로 1179,HD현대오일뱅크,1699,1599,Y,Y,Y,Y,N,Y,37.5459778,126.8813541
277,양천구,(주)서부트럭터미날,서울 양천구 신정로 167,HD현대오일뱅크,1699,1559,N,Y,N,N,N,N,37.5094872,126.8392408
278,양천구,신양주유소,서울 양천구 지양로 67,SK에너지,1799,1664,N,Y,N,N,N,N,37.5215246,126.8338425
279,양천구,신목동셀프주유소,서울 양천구 목동동로10길 13,HD현대오일뱅크,1799,1699,Y,Y,N,Y,N,N,37.5195788,126.8710739
280,영등포구,영등포제일셀프주유소,서울 영등포구 가마산로 379,HD현대오일뱅크,1599,1485,Y,Y,N,Y,N,N,37.5023476,126.8995031
281,영등포구,남서울고속주유소,서울 영등포구 가마산로 367,SK에너지,1599,1485,Y,Y,N,N,N,N,37.5016028,126.8988662
282,영등포구,성락주유소,서울 영등포구 가마산로 414,S-OIL,1599,1485,Y,Y,N,N,N,N,37.503825,126.902869
283,영등포구,(주)MS오일,서울 영등포구 대림로 230,HD현대오일뱅크,1599,1485,N,Y,N,N,N,N,37.5013367,126.8974358
284,영등포구,행촌주유소,서울 영등포구 도신로 130,SK에너지,1599,1485,Y,Y,N,N,Y,Y,37.5086161,126.9062365
285,영등포구,대청주유소,서울 영등포구 가마산로 328,GS칼텍스,1599,1485,Y,Y,N,Y,N,Y,37.4985472,126.895759
286,영등포구,(주)강서오일,서울 영등포구 도신로 151,HD현대오일뱅크,1599,1485,Y,N,N,N,N,Y,37.5100219,126.908238
287,영등포구,도림주유소,서울 영등포구 도림로 343,알뜰주유소,1599,1485,Y,N,N,Y,N,N,37.5077607,126.9002361
288,영등포구,한경석유(주)경덕주유소,서울 영등포구 여의대방로23길 2,SK에너지,1599,1485,Y,Y,N,N,N,N,37.4983903,126.9197936
289,영등포구,신길주유소,서울 영등포구 신길로 74,GS칼텍스,1609,1495,Y,Y,N,N,N,Y,37.4990517,126.9087328
290,영등포구,한일주유소,서울 영등포구 도림로 486,S-OIL,1628,1498,Y,Y,N,N,N,N,37.5169633,126.8898184
